woord,tfidf
oedipus,0.03799645367976973
messenger,0.026558381393301984
laius,0.022797872207861843
was,0.01601330120105484
,0.01589403042014437
ankles,0.015198581471907894
found,0.015198581471907894
him,0.012096247285467394
me,0.011438072286467742
father,0.010623352557320795
were,0.010623352557320795
when,0.009072185464100546
had,0.009072185464100546
you,0.008837368368879595
or,0.008429465738712717
our,0.007947015210072185
bore,0.007947015210072185
hands,0.007947015210072185
why,0.007947015210072185
celebrated,0.007599290735953947
song,0.007599290735953947
wellpleasing,0.007599290735953947
prince,0.007599290735953947
choruswho,0.007599290735953947
race,0.007599290735953947
wedlock,0.007599290735953947
mountainroaming,0.007599290735953947
bride,0.007599290735953947
loxias,0.007599290735953947
upland,0.007599290735953947
pastures,0.007599290735953947
perhaps,0.007599290735953947
cyllenes,0.007599290735953947
lord,0.007599290735953947
bacchants,0.007599290735953947
dweller,0.007599290735953947
hilltops,0.007599290735953947
received,0.007599290735953947
newborn,0.007599290735953947
rumor,0.007599290735953947
murdered,0.007599290735953947
foreign,0.007599290735953947
robbers,0.007599290735953947
highways,0.007599290735953947
childs,0.007599290735953947
pinned,0.007599290735953947
together,0.007599290735953947
remote,0.007599290735953947
did,0.007599290735953947
become,0.007599290735953947
slayer,0.007599290735953947
suffer,0.007599290735953947
feared,0.007599290735953947
messages,0.007599290735953947
seers,0.007599290735953947
art,0.007599290735953947
mapped,0.007599290735953947
pay,0.007599290735953947
anothers,0.007599290735953947
former,0.007599290735953947
childlessness,0.007599290735953947
won,0.007599290735953947
bought,0.007599290735953947
chance,0.007599290735953947
gave,0.007599290735953947
cithaerons,0.007599290735953947
winding,0.007599290735953947
glens,0.007599290735953947
roaming,0.007599290735953947
regions,0.007599290735953947
charge,0.007599290735953947
flocks,0.007599290735953947
shepherd,0.007599290735953947
vagrant,0.007599290735953947
hireling,0.007599290735953947
savior,0.007599290735953947
pain,0.007599290735953947
took,0.007599290735953947
arms,0.007599290735953947
bear,0.007599290735953947
witness,0.007599290735953947
that,0.007364473640732995
at,0.0068628433718806465
are,0.0067435725909701745
his,0.0067435725909701745
three,0.006048123642733697
not,0.006048123642733697
child,0.006048123642733697
should,0.006048123642733697
in,0.005891578912586397
the,0.005563591585891821
because,0.005311676278660397
phoebus,0.005311676278660397
cry,0.005311676278660397
find,0.005311676278660397
favor,0.005311676278660397
whose,0.005311676278660397
years,0.005311676278660397
joy,0.005311676278660397
nymphs,0.005311676278660397
least,0.005311676278660397
meet,0.005311676278660397
birth,0.005311676278660397
past,0.005311676278660397
thrown,0.005311676278660397
others,0.005311676278660397
case,0.005311676278660397
death,0.005311676278660397
thus,0.005311676278660397
future,0.005311676278660397
came,0.005311676278660397
hour,0.005311676278660397
might,0.005311676278660397
ah,0.005311676278660397
speak,0.005311676278660397
your,0.004708580118003068
son,0.004575228914587098
mountain,0.004575228914587098
a,0.004418684184439798
dance,0.003973507605036093
whom,0.003973507605036093
may,0.003973507605036093
things,0.003973507605036093
sight,0.003973507605036093
dear,0.003973507605036093
goes,0.003973507605036093
place,0.003973507605036093
yet,0.003973507605036093
days,0.003973507605036093
apollo,0.003973507605036093
bring,0.003973507605036093
pass,0.003973507605036093
hand,0.003973507605036093
those,0.003973507605036093
to,0.0036822368203664976
my,0.003531435088502301
of,0.0034772447411823876
from,0.0033717862954850872
one,0.0033717862954850872
what,0.0033717862954850872
these,0.0030240618213668484
many,0.0030240618213668484
god,0.0030240618213668484
day,0.0030240618213668484
so,0.0030240618213668484
which,0.0030240618213668484
out,0.0030240618213668484
over,0.0030240618213668484
feet,0.0030240618213668484
do,0.0030240618213668484
it,0.0029457894562931984
and,0.002434071318827671
on,0.002354290059001534
o,0.002287614457293549
we,0.002287614457293549
who,0.002287614457293549
as,0.002287614457293549
he,0.002287614457293549
by,0.002209342092219899
all,0.0016858931477425436
where,0.0016858931477425436
for,0.0007364473640732996
i,0.0006954489482364776
with,0.0003477244741182388
pan,0.0003477244741182388
but,0.0003477244741182388
